bb,sport_id,np,hgnd,roe,hr,team_count,sb,player_id,avg,sf,sac,wo,hpop,so,gidp_opp,gidp,ppa,ab,hldr,d,tpa,g,h,ibb,go,sport_code,tb,ao,slg,cs,r,ops,t,hbp,rbi,babip,go_ao,hfly,obp,sport,lob,xbh
216,1,7637,129,19,108,1,62,660271,.264,9,0,1,1,524,263,22,4.01,1665,198,86,1904,478,439,27,381,mlb,881,332,.529,23,280,.879,16,11,292,.318,1.15,111,.350,MLB,686,210
0,1,0,0,0,0,1,0,661383,,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,7,0,0,0,2,0,650671,.000,0,0,0,0,1,0,0,7.00,1,0,0,1,39,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,0,0
70,1,3356,58,8,16,1,7,650859,.216,5,7,0,0,180,104,12,4.00,747,76,25,838,233,161,0,232,mlb,244,186,.327,7,90,.615,5,9,62,.261,1.25,27,.289,MLB,335,46
0,1,22,1,0,0,1,0,663776,.167,0,0,0,0,4,1,0,3.67,6,0,0,6,3,1,0,1,mlb,1,0,.167,0,1,.333,0,0,0,.500,1.00,0,.167,MLB,1,0
100,1,4118,61,5,36,2,0,545358,.226,7,1,1,0,315,136,30,3.84,947,109,36,1072,344,214,0,256,mlb,360,180,.380,0,118,.689,1,17,112,.295,1.42,44,.309,MLB,412,73
0,1,8,0,0,0,1,0,660761,.000,0,0,0,0,2,0,0,2.67,3,0,0,3,2,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,0,0
381,1,22302,482,54,140,5,20,435559,.257,65,26,11,6,738,929,148,3.67,5493,689,294,6083,1607,1410,22,1650,mlb,2136,1908,.389,11,590,.704,6,118,723,.271,0.86,233,.315,MLB,2392,440
15,1,959,9,0,6,1,0,592789,.153,1,13,0,0,144,23,2,3.82,222,17,7,251,113,34,0,33,mlb,59,26,.266,0,14,.472,0,0,15,.384,1.27,8,.206,MLB,91,13
0,1,4,0,0,0,3,0,572193,.000,0,0,0,0,1,0,0,4.00,1,0,0,1,58,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,0,0
22,1,848,7,0,9,1,0,642136,.200,0,0,1,0,61,20,5,4.30,175,20,7,197,64,35,0,38,mlb,69,41,.394,0,21,.684,0,0,24,.248,0.93,8,.289,MLB,90,16
898,1,25212,433,61,331,1,203,545361,.304,52,0,3,9,1290,745,61,4.26,4881,659,283,5922,1351,1483,111,958,mlb,2859,1254,.586,37,1016,1.003,50,90,859,.348,0.76,382,.417,MLB,1684,664
22,1,1510,24,4,5,5,20,623205,.179,2,5,0,0,127,43,6,3.93,351,30,14,384,160,63,0,85,mlb,96,83,.274,3,49,.508,2,4,27,.262,1.02,9,.235,MLB,167,21
55,1,2517,55,6,7,2,37,642180,.214,1,8,0,1,161,80,10,3.93,570,52,24,641,324,122,1,174,mlb,171,125,.300,13,102,.590,2,6,41,.285,1.39,14,.290,MLB,243,33
19,1,1108,20,1,4,3,0,595453,.200,2,3,0,0,91,19,3,4.15,240,20,10,267,88,48,0,56,mlb,72,50,.300,0,17,.565,1,3,24,.299,1.12,8,.265,MLB,102,15
73,1,4024,88,5,52,1,3,665120,.270,6,0,3,0,278,126,11,3.85,957,111,55,1046,275,258,9,239,mlb,481,188,.503,2,126,.829,6,10,169,.325,1.27,59,.326,MLB,385,113
0,1,0,0,0,0,1,0,681806,,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
72,1,2900,45,7,26,1,6,621493,.251,1,2,1,0,197,63,7,3.93,653,82,35,737,207,164,0,130,mlb,285,165,.436,3,105,.770,4,9,84,.320,0.79,37,.333,MLB,243,65
0,1,0,0,0,0,1,0,681810,,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
30,1,4206,143,20,18,4,12,593643,.274,7,15,0,3,154,172,22,3.25,1232,151,64,1295,419,338,1,377,mlb,468,388,.380,6,143,.676,6,11,110,.300,0.97,41,.296,MLB,467,88
0,1,27,0,0,0,1,0,622075,.000,0,0,0,0,5,0,0,3.00,9,0,0,9,87,0,0,2,mlb,0,2,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,1,0
7,1,524,9,2,1,2,4,657193,.183,0,1,0,0,40,17,3,3.88,120,9,5,135,47,22,1,31,mlb,32,28,.267,0,15,.535,1,7,9,.266,1.11,4,.269,MLB,50,7
9,1,667,2,1,2,3,0,542881,.096,0,16,0,1,93,25,3,3.64,157,11,0,183,92,15,0,52,mlb,21,15,.134,0,11,.283,0,1,5,.210,3.47,1,.150,MLB,86,2
148,1,4966,87,11,28,1,16,605131,.225,4,5,2,1,277,149,32,4.05,1045,108,48,1226,449,235,9,286,mlb,373,271,.357,4,158,.690,3,24,122,.278,1.06,39,.333,MLB,514,79
309,1,11005,172,19,141,1,56,641355,.252,13,0,5,2,616,375,32,4.10,2354,271,120,2686,663,593,47,476,mlb,1172,695,.498,12,392,.837,18,9,378,.281,0.68,148,.339,MLB,1118,279
490,1,18795,393,54,195,2,152,605141,.295,39,4,4,7,635,597,51,4.00,4133,573,280,4700,1031,1219,28,957,mlb,2144,1395,.519,33,806,.890,30,34,607,.306,0.69,246,.371,MLB,1351,505
0,1,8,1,0,0,2,0,641360,.333,0,0,0,0,2,0,0,2.67,3,0,0,3,57,1,0,0,mlb,1,0,.333,0,0,.667,0,0,0,1.000,,0,.333,MLB,0,0
1,1,5,0,0,0,1,0,677865,,0,0,0,0,0,0,0,5.00,0,0,0,1,22,0,0,0,mlb,0,0,,0,0,1.000,0,0,0,,,0,1.000,MLB,0,0
0,1,9,0,1,0,1,0,664076,.500,0,1,0,0,1,1,0,3.00,2,1,1,3,21,1,0,1,mlb,2,0,1.000,0,0,1.500,0,0,0,1.000,1.00,0,.500,MLB,0,1
0,1,27,2,0,0,1,0,657571,.286,0,0,0,0,3,1,1,3.86,7,0,1,7,70,2,0,3,mlb,3,0,.429,0,1,.714,0,0,0,.500,3.00,0,.286,MLB,1,1
810,1,27130,406,51,278,2,59,518692,.296,43,0,12,5,1361,1035,130,3.90,6029,952,390,6961,1632,1783,105,1483,mlb,3061,1539,.508,24,1013,.892,27,79,983,.339,0.96,420,.384,MLB,2271,695
1,1,122,6,0,0,1,0,664062,.233,0,2,0,0,12,2,0,3.70,30,1,1,33,28,7,0,7,mlb,8,6,.267,0,4,.525,0,0,1,.389,1.17,0,.258,MLB,14,1
0,1,4,0,0,0,1,0,660813,.000,0,0,0,0,0,0,0,2.00,2,0,0,2,34,0,0,1,mlb,0,1,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,2,0
1,1,99,2,0,0,3,0,571760,.125,0,2,0,0,13,5,0,3.67,24,1,0,27,15,3,0,7,mlb,3,3,.125,0,2,.285,0,0,0,.273,2.33,0,.160,MLB,13,0
5,1,446,6,0,1,6,0,543339,.222,1,14,0,0,36,23,3,3.46,108,12,5,129,355,24,0,55,mlb,32,11,.296,0,7,.557,0,1,21,.319,5.00,6,.261,MLB,51,6
0,1,19,0,0,0,1,0,656578,.000,0,0,0,0,3,0,0,4.75,4,0,0,4,3,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,1,0
34,1,3096,59,15,1,1,1,477132,.162,1,110,0,1,211,160,15,3.66,698,47,11,847,357,113,0,412,mlb,129,88,.185,0,46,.390,1,4,40,.230,4.68,6,.205,MLB,375,13
0,1,11,0,0,0,5,0,518886,.000,0,0,0,0,2,0,0,5.50,2,0,0,2,415,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,2,0
77,1,2929,59,9,14,1,12,666158,.249,4,0,1,1,166,112,3,3.91,666,84,28,750,205,166,3,174,mlb,250,164,.375,2,106,.703,7,3,80,.310,1.06,22,.328,MLB,300,49
10,1,767,10,0,8,1,1,656716,.216,2,1,0,0,55,24,4,4.15,171,15,10,185,69,37,1,42,mlb,71,40,.415,1,21,.676,0,1,31,.264,1.05,12,.261,MLB,76,18
0,1,3,0,0,0,1,0,606625,.000,0,0,0,0,1,0,0,3.00,1,0,0,1,124,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,0,0
362,1,10125,106,13,127,2,10,571970,.233,10,0,3,2,561,271,23,4.27,1969,211,84,2370,628,458,16,458,mlb,937,508,.476,2,358,.834,7,29,334,.256,0.90,139,.358,MLB,868,218
1,1,21,0,0,0,3,0,623465,.000,0,0,0,0,3,0,0,5.25,3,0,0,4,12,0,0,0,mlb,0,0,.000,0,0,.250,0,0,0,,,0,.250,MLB,2,0
3,1,256,4,0,0,5,0,456034,.123,1,2,0,0,28,7,1,3.61,65,3,1,71,58,8,0,28,mlb,9,5,.138,0,1,.298,0,0,3,.211,5.60,1,.159,MLB,35,1
8,1,914,18,1,4,1,0,552662,.195,2,2,0,0,58,34,5,3.92,215,20,8,233,94,42,0,53,mlb,66,71,.307,4,26,.549,2,6,17,.245,0.75,4,.242,MLB,96,14
124,1,4489,44,5,57,1,5,669257,.261,17,0,4,2,210,161,20,4.24,892,111,45,1059,276,233,7,162,mlb,453,304,.508,0,151,.870,2,26,175,.274,0.53,76,.362,MLB,426,104
277,1,12000,214,30,85,2,62,621035,.261,16,7,2,2,826,324,30,4.07,2617,332,164,2947,806,683,8,509,mlb,1160,635,.443,18,404,.780,29,30,335,.347,0.80,135,.337,MLB,1062,278
61,1,2754,34,4,26,5,11,572204,.205,1,1,3,0,185,69,8,4.28,580,57,26,643,225,119,2,155,mlb,231,129,.398,3,77,.679,4,0,72,.251,1.20,28,.280,MLB,290,56
437,1,19262,344,49,155,3,38,457759,.286,42,5,5,2,726,818,111,3.95,4285,622,274,4875,1328,1226,15,1118,mlb,1983,1341,.463,10,620,.826,9,106,617,.311,0.83,258,.363,MLB,1714,438
245,1,12891,391,34,112,2,217,607208,.303,15,2,4,2,597,365,49,3.88,3036,386,167,3321,756,920,8,783,mlb,1491,765,.491,41,521,.849,34,22,384,.345,1.02,141,.358,MLB,992,313
1,1,394,10,1,0,1,0,628711,.190,0,20,0,1,40,23,2,3.23,100,7,2,122,90,19,0,51,mlb,21,11,.210,0,5,.416,0,1,13,.317,4.64,1,.206,MLB,42,2
1,1,19,0,0,0,1,0,681911,.000,0,0,0,0,3,0,0,4.75,3,0,0,4,41,0,0,0,mlb,0,0,.000,0,0,.250,0,0,0,,,0,.250,MLB,3,0
1,1,61,0,0,0,1,0,669952,.000,0,0,0,0,11,0,0,3.81,15,0,0,16,20,0,0,3,mlb,0,1,.000,0,1,.063,0,0,0,.000,3.00,0,.063,MLB,5,0
217,1,9550,135,18,102,4,0,542583,.259,36,0,4,0,530,316,60,4.18,2007,261,97,2287,690,520,8,458,mlb,927,563,.462,1,263,.793,2,17,373,.296,0.81,124,.331,MLB,876,201
5,1,546,2,0,0,2,0,645261,.055,0,5,0,0,99,12,0,3.90,128,4,2,140,75,7,0,26,mlb,9,1,.070,0,2,.174,0,2,4,.241,26.00,1,.104,MLB,67,2
180,1,7395,161,19,51,1,13,605119,.263,7,0,2,3,436,259,40,3.89,1671,199,99,1901,465,440,7,466,mlb,706,355,.423,5,227,.771,7,43,211,.327,1.31,77,.349,MLB,653,157
11,1,1630,44,4,16,2,1,553902,.271,6,0,1,0,26,98,24,2.88,539,77,22,566,181,146,0,171,mlb,218,206,.404,0,63,.700,1,10,70,.258,0.83,25,.295,MLB,257,39
0,1,134,3,1,0,5,1,542914,.105,0,1,0,0,17,3,0,3.44,38,1,0,39,161,4,0,17,mlb,6,1,.158,0,3,.263,1,0,6,.190,17.00,0,.105,MLB,18,1
0,1,8,0,0,0,1,0,669622,.000,0,0,0,0,1,0,0,4.00,2,0,0,2,56,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,0,0
98,1,3530,73,8,14,2,54,542932,.252,4,3,0,0,211,95,12,4.05,753,93,36,872,241,190,0,226,mlb,278,133,.369,10,134,.717,5,14,73,.331,1.70,24,.348,MLB,310,55
0,1,5,0,0,0,3,0,542947,,0,1,0,0,0,1,0,5.00,0,0,0,1,79,0,0,1,mlb,0,0,,0,0,.000,0,0,0,,1.00,0,,MLB,0,0
0,1,18,0,0,0,1,0,665795,.143,0,0,0,0,3,1,0,2.57,7,1,1,7,6,1,0,0,mlb,2,3,.286,0,0,.429,0,0,1,.250,0.00,0,.143,MLB,5,1
0,1,13,0,0,0,1,0,641447,.000,0,1,0,0,2,2,0,2.60,4,0,0,5,5,0,0,3,mlb,0,0,.000,0,0,.000,0,0,0,.000,3.00,0,.000,MLB,2,0
60,1,3200,66,8,34,1,36,665862,.241,6,2,1,1,227,75,3,4.01,722,65,29,798,201,174,0,165,mlb,323,164,.447,15,116,.751,9,7,104,.300,1.01,42,.303,MLB,230,72
98,1,4571,95,8,35,2,1,643265,.288,7,0,1,0,290,133,23,4.05,1006,148,56,1129,298,290,0,268,mlb,459,166,.456,1,130,.816,4,18,143,.371,1.61,47,.360,MLB,378,95
28,1,1376,38,1,8,1,3,650559,.263,2,0,1,0,86,45,10,3.91,320,34,11,352,110,84,1,80,mlb,123,72,.384,1,31,.708,2,2,32,.333,1.11,12,.324,MLB,131,21
3,1,174,4,0,0,1,0,672701,.244,1,0,0,0,11,5,0,3.78,41,5,3,46,21,10,0,11,mlb,13,10,.317,0,7,.621,0,1,5,.323,1.10,1,.304,MLB,23,3
8,1,732,8,0,8,1,0,650331,.187,0,0,1,0,50,24,3,4.09,171,13,7,179,57,32,1,32,mlb,65,57,.380,0,19,.604,1,0,16,.212,0.56,11,.223,MLB,89,16
0,1,32,0,1,1,1,1,666464,.125,0,0,0,0,1,4,1,4.00,8,0,0,8,2,1,0,6,mlb,4,0,.500,0,2,.625,0,0,4,.000,6.00,1,.125,MLB,7,1
0,1,36,0,0,0,5,0,571670,.000,0,1,0,0,5,3,1,3.27,10,0,0,11,164,0,0,6,mlb,0,1,.000,0,0,.000,0,0,0,.000,6.00,0,.000,MLB,9,0
7,1,252,5,1,6,1,3,663743,.306,0,0,0,0,12,15,1,3.55,62,8,2,71,25,19,0,11,mlb,39,20,.629,0,20,1.023,0,2,13,.295,0.55,6,.394,MLB,20,8
246,1,14211,380,45,132,5,48,541645,.268,26,0,4,3,939,538,93,3.57,3647,429,148,3976,1007,976,21,1081,mlb,1552,736,.426,32,474,.747,16,57,495,.324,1.47,164,.322,MLB,1568,296
0,1,39,0,0,0,1,0,666129,.182,0,0,0,0,4,0,0,3.55,11,2,0,11,8,2,0,4,mlb,2,1,.182,0,1,.364,0,0,0,.286,4.00,0,.182,MLB,1,0
6,1,200,2,0,0,1,0,668721,.186,0,0,0,0,13,7,1,3.92,43,6,1,51,20,8,0,16,mlb,9,6,.209,0,2,.523,0,2,4,.267,2.67,0,.314,MLB,22,1
1,1,181,1,1,0,1,0,622694,.045,0,8,0,0,24,9,0,3.42,44,1,0,53,63,2,0,23,mlb,2,3,.045,0,1,.112,0,0,0,.100,7.67,0,.067,MLB,31,0
0,1,43,0,0,0,1,0,656548,.100,0,0,0,0,6,1,0,4.30,10,1,0,10,12,1,0,2,mlb,1,1,.100,0,0,.200,0,0,0,.250,2.00,0,.100,MLB,1,0
1,1,330,5,1,0,1,0,641154,.131,0,4,0,0,44,11,1,3.71,84,5,4,89,52,11,0,24,mlb,15,9,.179,0,4,.320,0,0,3,.275,2.67,1,.141,MLB,51,4
0,1,7,0,0,0,1,0,667297,.000,0,0,0,0,1,0,0,3.50,2,0,0,2,27,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,0,0
0,1,17,0,0,0,2,0,595345,.000,0,0,0,0,3,1,1,4.25,4,0,0,4,97,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,2,0
0,1,7,0,0,0,1,0,647315,.000,0,1,0,0,1,1,0,3.50,1,0,0,2,45,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,,1.00,0,.000,MLB,2,0
0,1,36,1,0,0,1,0,547001,.100,0,1,0,0,3,3,0,3.27,10,0,0,11,7,1,0,6,mlb,1,1,.100,0,1,.200,0,0,1,.143,6.00,0,.100,MLB,8,0
1,1,159,2,1,0,1,0,669432,.070,0,2,0,0,27,4,0,3.46,43,1,0,46,25,3,0,12,mlb,3,3,.070,0,0,.161,0,0,0,.188,4.00,0,.091,MLB,15,0
181,1,10264,268,37,38,2,41,500743,.263,17,14,2,7,351,420,78,3.67,2549,327,126,2793,874,671,16,895,mlb,929,712,.364,16,295,.682,9,31,250,.291,1.26,69,.318,MLB,959,173
34,1,1941,31,3,23,1,1,660821,.227,2,0,1,1,151,62,8,3.96,449,38,16,490,131,102,3,114,mlb,197,84,.439,1,55,.727,5,5,63,.285,1.36,32,.288,MLB,216,44
0,1,0,0,0,0,1,0,656945,,0,0,0,0,0,0,0,,0,0,0,0,6,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
297,1,11550,172,46,134,4,10,624585,.243,20,0,0,1,772,367,67,4.05,2491,291,139,2855,723,606,10,584,mlb,1153,576,.463,5,338,.792,3,33,374,.294,1.01,142,.329,MLB,1077,276
100,1,4062,79,8,19,2,1,607732,.244,5,3,7,0,224,133,24,3.94,917,105,39,1030,304,224,6,246,mlb,322,233,.351,1,98,.671,1,5,115,.302,1.06,40,.320,MLB,390,59
0,1,0,0,0,0,2,0,642121,,0,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
103,1,6321,170,17,29,3,46,621563,.274,20,2,0,3,321,240,28,3.70,1550,199,94,1708,465,425,10,454,mlb,634,386,.409,15,217,.738,14,33,178,.325,1.18,53,.329,MLB,679,137
13,1,570,16,3,1,3,5,663897,.237,0,0,1,0,34,18,2,3.85,135,14,6,148,83,32,0,41,mlb,41,28,.304,3,14,.608,0,0,10,.310,1.46,2,.304,MLB,71,7
0,1,4,0,0,0,1,0,642231,.000,0,0,0,0,1,0,0,2.00,2,0,0,2,3,0,0,1,mlb,0,0,.000,0,0,.000,0,0,1,.000,1.00,0,.000,MLB,0,0
172,1,7547,144,14,77,2,18,642715,.256,4,4,4,0,536,233,34,4.03,1687,189,88,1872,480,432,5,364,mlb,757,369,.449,13,249,.775,3,5,217,.329,0.99,99,.326,MLB,740,168
1,1,17,0,0,0,1,0,676879,.000,0,1,0,0,2,1,0,4.25,2,0,0,4,12,0,0,1,mlb,0,0,.000,0,0,.333,0,0,0,,1.00,0,.333,MLB,1,0
0,1,15,0,0,0,5,0,502202,.000,0,1,0,0,1,1,0,3.75,3,0,0,4,185,0,0,3,mlb,0,0,.000,0,0,.000,0,0,0,.000,3.00,0,.000,MLB,2,0
40,1,2024,42,7,19,2,6,670712,.250,3,1,1,0,144,67,5,4.16,436,46,22,487,174,109,0,82,mlb,190,105,.436,0,57,.757,1,7,55,.326,0.78,21,.321,MLB,182,42
3,1,272,6,0,0,1,0,669203,.169,0,6,0,0,28,8,0,4.00,59,4,0,68,86,10,0,23,mlb,10,4,.169,0,1,.379,0,0,4,.323,5.75,0,.210,MLB,30,0
106,1,4484,81,8,27,3,3,605170,.243,9,2,2,2,247,137,35,3.92,1005,128,40,1144,394,244,10,324,mlb,365,209,.363,1,113,.689,0,22,125,.293,1.55,33,.326,MLB,450,67
22,1,1078,10,2,4,3,11,641505,.177,3,1,0,0,67,27,5,4.08,226,23,5,264,135,40,0,65,mlb,57,60,.252,2,35,.531,0,11,16,.228,1.08,7,.279,MLB,105,9
1,1,7,0,0,0,1,0,666128,,0,0,0,0,0,0,0,7.00,0,0,0,1,1,0,0,0,mlb,0,0,,0,1,1.000,0,0,0,,,0,1.000,MLB,0,0
1,1,216,1,0,0,1,0,592346,.109,0,2,0,0,31,6,0,3.72,55,4,1,58,37,6,0,18,mlb,7,2,.127,0,3,.252,0,0,3,.250,9.00,1,.125,MLB,31,1
0,1,2,0,0,0,3,0,641627,.000,0,0,0,0,0,0,0,2.00,1,0,0,1,87,0,0,0,mlb,0,1,.000,0,0,.000,0,0,0,.000,0.00,0,.000,MLB,0,0
0,1,15,0,0,0,2,0,594311,.000,0,0,0,0,3,0,0,5.00,3,0,0,3,32,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,1,0
0,1,30,0,0,0,1,0,623352,.125,0,0,0,0,4,1,0,3.75,8,1,0,8,198,1,0,2,mlb,1,1,.125,0,1,.250,0,0,0,.250,2.00,0,.125,MLB,6,0
68,1,3660,52,2,42,1,17,669374,.237,4,2,4,1,322,101,19,4.04,801,89,37,906,239,190,3,137,mlb,359,158,.448,6,112,.768,3,31,114,.336,0.87,48,.320,MLB,377,82
4,1,289,0,0,2,1,0,605288,.063,0,5,0,0,47,6,0,3.96,64,2,1,73,67,4,0,16,mlb,11,2,.172,0,2,.290,0,0,2,.133,8.00,2,.118,MLB,39,3
14,1,717,8,1,3,3,0,656577,.141,0,0,0,0,89,15,2,3.88,163,11,5,185,66,23,2,17,mlb,37,34,.227,0,13,.470,0,8,12,.282,0.50,4,.243,MLB,92,8
0,1,0,0,0,0,1,0,665001,,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
5,1,412,3,1,1,2,0,641778,.104,2,17,0,0,53,19,1,3.38,96,5,3,122,76,10,0,36,mlb,16,16,.167,0,5,.321,0,1,5,.205,2.25,2,.154,MLB,37,4
0,1,205,2,3,1,1,2,664029,.231,1,0,0,0,11,7,0,3.87,52,9,3,53,22,12,0,13,mlb,18,17,.346,0,4,.573,0,0,8,.268,0.76,1,.226,MLB,25,4
946,1,31756,621,65,275,5,202,457705,.279,64,3,12,4,1467,975,115,4.06,6739,868,376,7831,1817,1879,66,1682,mlb,3178,1871,.472,81,1078,.843,49,79,960,.317,0.90,386,.371,MLB,2397,700
1,1,15,0,0,0,2,0,571948,.000,0,0,0,0,3,0,0,3.75,3,0,0,4,64,0,0,0,mlb,0,0,.000,0,0,.250,0,0,0,,,0,.250,MLB,1,0
208,1,7740,109,7,49,3,0,553882,.265,11,5,2,6,372,242,33,3.99,1696,242,71,1939,556,450,8,409,mlb,672,494,.396,2,203,.746,2,19,180,.312,0.83,93,.350,MLB,661,122
0,1,0,0,0,0,1,0,622780,,0,0,0,0,0,0,0,,0,0,0,0,19,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
2,1,341,4,1,0,1,0,606131,.131,1,9,0,0,40,15,1,3.04,99,9,2,112,113,13,0,37,mlb,23,20,.232,0,4,.388,4,1,6,.217,1.85,0,.155,MLB,52,6
245,1,8966,161,11,34,5,58,607054,.230,12,14,2,1,469,253,32,4.12,1891,209,84,2175,689,434,11,601,mlb,648,440,.343,20,219,.663,14,13,197,.286,1.37,63,.320,MLB,739,132
177,1,9347,129,22,141,4,13,592669,.238,22,0,4,2,629,309,35,3.93,2164,232,117,2378,630,514,5,476,mlb,1060,581,.490,4,310,.787,3,15,349,.263,0.82,151,.297,MLB,936,261
28,1,1268,28,5,6,2,5,622569,.239,0,0,1,0,64,39,4,3.94,293,33,14,322,146,70,1,78,mlb,106,83,.362,2,40,.669,2,1,29,.287,0.94,9,.307,MLB,114,22
0,1,3,0,0,0,1,0,667376,.000,0,0,0,0,0,1,0,3.00,1,0,0,1,28,0,0,1,mlb,0,0,.000,0,1,.000,0,0,0,.000,1.00,0,.000,MLB,1,0
4,1,207,4,5,1,1,0,608718,.154,0,3,0,0,19,10,1,3.39,52,3,1,61,122,8,0,24,mlb,12,5,.231,0,5,.472,0,2,4,.219,4.80,1,.241,MLB,32,2
33,1,2008,33,3,21,1,7,621438,.240,2,0,0,2,110,87,11,3.82,479,52,27,526,184,115,1,119,mlb,213,137,.445,2,58,.749,4,12,77,.269,0.87,28,.304,MLB,216,52
88,1,4622,66,8,55,2,1,642133,.248,8,0,1,0,276,147,22,3.88,1079,128,63,1190,341,268,10,269,mlb,500,274,.463,2,138,.775,2,15,167,.282,0.98,74,.312,MLB,445,120
119,1,4735,78,17,35,2,9,649966,.235,5,1,1,1,256,142,24,4.05,1018,102,42,1170,317,239,3,275,mlb,392,254,.385,5,141,.713,3,24,132,.279,1.08,58,.328,MLB,386,80
0,1,3,0,0,0,1,0,642207,.000,0,0,0,0,1,0,0,3.00,1,0,0,1,68,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,0,0
285,1,14102,334,29,72,2,108,543939,.260,29,20,6,7,580,508,44,3.77,3322,440,164,3745,1020,865,28,1035,mlb,1305,928,.393,33,447,.725,30,89,348,.294,1.12,84,.333,MLB,1316,266
6,1,501,10,0,1,1,0,605540,.191,0,8,0,0,51,16,1,3.88,115,9,4,129,79,22,0,34,mlb,29,17,.252,0,5,.484,0,0,7,.333,2.00,3,.231,MLB,61,5
595,1,20868,526,39,167,2,147,592885,.288,24,3,7,2,1094,687,95,4.12,4400,558,245,5060,1163,1269,40,1424,mlb,2073,713,.471,29,739,.847,29,37,597,.348,2.00,183,.376,MLB,1659,441
4,1,338,5,1,0,2,0,502042,.100,0,3,0,0,38,7,2,3.89,80,3,1,87,47,8,0,33,mlb,9,6,.113,1,4,.255,0,0,3,.190,5.50,0,.143,MLB,53,1
115,1,4987,124,6,10,1,6,650333,.321,11,0,0,0,108,152,14,4.12,1080,188,54,1211,305,347,4,316,mlb,445,320,.412,5,166,.798,7,5,108,.346,0.99,35,.386,MLB,324,71
0,1,58,2,0,0,2,0,605164,.143,0,0,0,0,9,1,0,4.14,14,0,0,14,8,2,0,2,mlb,2,1,.143,0,1,.286,0,0,0,.400,2.00,0,.143,MLB,6,0
123,1,7464,146,20,89,1,72,621439,.246,9,14,3,2,564,247,10,3.78,1808,199,109,1976,544,445,3,350,mlb,855,477,.473,10,292,.774,17,22,237,.306,0.73,98,.301,MLB,761,215
13,1,735,20,3,2,1,0,665482,.246,0,2,0,0,41,28,8,3.91,171,19,8,188,67,42,0,53,mlb,56,37,.327,1,19,.634,0,2,8,.313,1.43,3,.306,MLB,81,10
0,1,20,0,1,0,1,0,676628,.000,1,0,0,0,3,2,0,2.86,6,0,0,7,3,0,0,3,mlb,0,1,.000,0,1,.000,0,0,2,.000,3.00,0,.000,MLB,3,0
364,1,13892,286,41,140,2,33,621043,.278,33,0,9,4,710,497,87,4.05,3015,406,174,3432,799,837,19,850,mlb,1447,702,.480,8,465,.836,8,20,512,.317,1.21,141,.356,MLB,1380,322
0,1,7,0,0,0,2,0,605194,.000,0,0,0,0,1,0,0,3.50,2,0,0,2,2,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,2,0
0,1,9,0,0,0,3,0,543056,.000,0,0,0,0,2,0,0,4.50,2,0,0,2,25,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,1,0
0,1,5,0,0,0,1,0,608648,.000,0,1,0,0,1,0,0,2.50,1,0,0,2,11,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,,1.00,0,.000,MLB,0,0
17,1,959,14,2,14,3,1,664247,.235,2,0,0,0,71,26,4,3.81,230,21,14,252,107,54,1,46,mlb,110,61,.478,0,36,.772,0,3,33,.272,0.75,19,.294,MLB,109,28
5,1,189,2,0,0,2,0,608422,.150,0,0,0,0,16,6,2,4.20,40,4,1,45,18,6,0,9,mlb,7,9,.175,0,4,.419,0,0,3,.250,1.00,0,.244,MLB,16,1
